Symbol,Name,Sector,Price_EUR,Total_Score,Stewardship,Technical,FinBERT_Score,Reasoning,Signal,Horizon,Backtest_PnL,Backtest_Status,BT_WinRate,BT_Avg_PnL,BT_Trades,PE,RSI,Upside_pct
CRWD,CrowdStrike,Cybersecurity,414.94,15.268697552371684,5.0,15.0,1.1,"CrowdStrike LogScale Vulnerability Allows Remote Attackers to Read Arbitrary Files from Server - CyberSecurityNews, CrowdStrike CEO on Project QuiltWorks: The window to find & patch AI vulnerabilities has collapsed - CNBC, CrowdStrike Holdings (CRWD) Registers a Bigger Fall Than the Market: Important Facts to Note - Yahoo Finance",SELL,SPECULATIVE (short-term),18.43,EXIT_CURRENT,0.0,0.0,0,73.78899,62.72484715333976,18.4
PANW,Palo Alto Networks,Cybersecurity,165.31,16.711787374688466,5.0,7.0,-1.2,"The npm Threat Landscape: Attack Surface and Mitigations - Unit 42, Palo Alto Networks CEO Nikesh Arora shares three reasons why AI models like Anthropic Mythos cannot do th - The Times of India, CVSS vulnerability triage: 5 failures, 5 fixes - Venturebeat",SELL,SPECULATIVE (short-term),-13.87,EXIT_STOP,0.0,0.0,0,98.44444,61.76428961886993,24.7
S,SentinelOne,Cybersecurity,13.19,25.120589558029177,5.0,23.0,8.5,"Hypersonic Supply Chain Attacks: One Solution That Didn’t Need to Know the Payload - sentinelone.com, How SentinelOne’s AI EDR Autonomously Discovered and Stopped Anthropic’s Claude from Executing a Zero Day Supply Chain Attack, Globally - sentinelone.com, SentinelOne Isn’t A Hypergrowth Story Anymore — And That’s Why It’s A BUY (NYSE:S) - Seeking Alpha",SELL,SPECULATIVE (short-term),-9.57,EXIT_STOP,0.0,0.0,0,31.225754,56.50623407143071,40.8
FTNT,Fortinet,Cybersecurity,78.09,30.471153736115333,5.0,23.0,-10.1,"Calls of the Day: Netflix, UnitedHealth, Cloudflare and Fortinet - CNBC, Is Fortinet, Inc. (FTNT) A Good Stock To Buy Now? - Yahoo Finance, Critical Fortinet sandbox bugs allow auth bypass and RCE - theregister.com",SELL,SPECULATIVE (short-term),-13.14,EXIT_STOP,0.0,0.0,0,35.268593,53.949894144007075,14.0
ZS,Zscaler,Cybersecurity,125.46,21.062184500496148,5.0,22.0,-3.8,"Zscaler Inc. (ZS) Garnering Optimistic Views Despite Mixed Sector Sentiment - Yahoo Finance, Morgan Stanley Downgrades Zscaler Stock Citing Concerns Over Platform Expansion - TIKR.com, Zscaler CEO On Vulnerability Surge From AI: ‘We All Need To Be Paranoid’ - crn.com",SELL,SPECULATIVE (short-term),-16.21,EXIT_STOP,0.0,0.0,0,31.461302,46.83164794714647,82.9
OKTA,Okta,Cybersecurity,70.35,44.04797834344964,5.0,30.0,16.2,"Is Okta (OKTA) A Bargain After Recent 25% Share Price Slide? - simplywall.st, Okta Stock Is Down 23% in 1 Year. Can AI Security Drive a Rebound? - TIKR.com, Do Options Traders Know Something About Okta Stock We Don't? - Yahoo Finance UK",SELL,SPECULATIVE (short-term),-14.36,EXIT_STOP,0.0,0.0,0,60.70229,44.10705734828035,42.5
VRNS,Varonis,Cybersecurity,22.71,20.453213157131163,5.0,23.0,-10.2,"Varonis Systems (VRNS) is One of the Best Cybersecurity Stocks to Invest in, Here is Why - Yahoo! Finance Canada, How Varonis Systems Inc. (VRNS) Affects Rotational Strategy Timing - Stock Traders Daily, Varonis Systems (VRNS) Expected to Announce Earnings on Tuesday - MarketBeat",SELL,SPECULATIVE (short-term),-11.86,EXIT_STOP,0.0,0.0,0,61.061157,53.98313345492462,47.2
TENB,Tenable,Cybersecurity,18.54,33.93840283621152,5.0,15.0,-4.2,"Vulnerabilities Patched in CrowdStrike, Tenable Products - SecurityWeek, Tenable (NASDAQ:TENB) Rating Lowered to ""Buy"" at Wall Street Zen - MarketBeat, Tenable rises after director buys 12,000 shares - MSN",SELL,SPECULATIVE (short-term),-10.21,EXIT_STOP,0.0,0.0,0,9.944863,59.090919195534404,56.7
QLYS,Qualys,Cybersecurity,78.09,34.33760543353807,5.0,15.0,-2.6,"Oracle Critical Patch Update, April 2026 Security Update Review - Qualys, Qualys Inc. (QLYS) Navigating Through Competitive Risks of Large Language Models - Insider Monkey, Leveraging AI-informed Cybersecurity to Measure, Communicate, and Eliminate Cyber Risk - Qualys",SELL,SPECULATIVE (short-term),-11.7,EXIT_STOP,0.0,0.0,0,16.17647,42.11912997542064,64.0
CHKP,Check Point Software,Cybersecurity,124.69,26.373815510406516,5.0,8.0,-6.5,"Check Point Software Technologies (NASDAQ:CHKP) Given New $175.00 Price Target at Truist Financial - MarketBeat, Check Point Software Earns 2026 Technology Innovation Leadership Recognition for Prevention‑first WAF and API Security - Yahoo Finance, Frost honors Check Point as web, API and AI attack surfaces expand - Stock Titan",SELL,SPECULATIVE (short-term),-9.89,EXIT_STOP,0.0,0.0,0,14.760915,35.22080053642645,58.1
RPD,Rapid7,Cybersecurity,5.51,52.684671522120446,5.0,23.0,-1.3,"Rapid7 (RPD) CAO Murphy sells 827 shares and receives 20,000 RSU grant - Stock Titan, Cybersecurity Stocks Q4 Recap: Benchmarking Rapid7 (NASDAQ:RPD) - StockStory, Insider Sell: Scott Murphy Sells Shares of Rapid7 Inc (RPD) - GuruFocus",HOLD,SPECULATIVE (short-term),,NO_WINDOW_ENTRY,0.0,0.0,0,16.055555,52.768723823458366,67.2
NCC.L,NCC Group,Cybersecurity,108.7,28.5116677386722,10.0,22.0,6.0,"Form 8.3 - The Vanguard Group, Inc.: NCC Group plc - TradingView, NCC Group Corrects CMO Share Grant and Confirms New Executive Awards - TipRanks, NCC Group Publishes Annual Cyber Security Research Report - Homeland Security Today",SELL,SPECULATIVE (short-term),-13.32,EXIT_STOP,0.0,0.0,0,23.08567,46.15384615384615,49.6
CIBR,CIBR ETF,Cybersecurity,62.26,20.977306507536234,0.0,23.0,-8.1,"This Cybersecurity ETF Just Suffered a Pullback. Should You Buy the Dip? - Yahoo Finance, First Trust Nasdaq Cybersecurity ETF declares quarterly distribution of $0.1098 - MSN, Best Cybersecurity ETFs to Buy in 2026 and How to Invest - The Motley Fool",SELL,SPECULATIVE (short-term),7.94,EXIT_CURRENT,0.0,0.0,0,30.225689,58.387780009250015,0.0
BUG,BUG ETF,Cybersecurity,24.53,23.914059346542373,0.0,23.0,3.7,"Best Cybersecurity ETFs to Buy in 2026 and How to Invest - The Motley Fool, Global X Cybersecurity’s ETF May Be 2026’s Best Investment As Cybercrime Explodes | BUG - Yahoo Finance, BUG: Anthropic’s Claude Mythos Could Have A Big Impact On Cybersecurity Stocks (BUG) - Seeking Alpha",SELL,SPECULATIVE (short-term),-10.8,EXIT_STOP,0.0,0.0,0,30.786665,53.615125890317024,0.0
NEM,Newmont,Gold / Precious Metals,111.76,49.49295051396345,5.0,15.0,38.0,"Newmont Tops Earnings Expectations for Sixth Consecutive Quarter. What Gold Prices Mean for the Stock. - Barron's, Newmont Beats Q1 Estimates as Record Cash Flow Drives Buyback Expansion - Yahoo Finance, Newmont surges on Q1 earnings topper, record free cash flow, $6B buyback (NEM:NYSE) - Seeking Alpha",SELL,SPECULATIVE (short-term),129.9,EXIT_CURRENT,0.0,0.0,0,17.572771,58.71152915232812,26.4
GOLD,Barrick Gold,Gold / Precious Metals,43.53,15.63693954608522,0.0,15.0,22.5,"Barrick Gold stock advances as medium-term momentum favors sellers - Traders Union, Top Gold Stocks To Keep An Eye On - April 24th - MarketBeat, Barrick’s Gold IPO Takes Another Step Toward Reality - Bloomberg.com",SELL,SPECULATIVE (short-term),-13.8,EXIT_STOP,0.0,0.0,0,100.0625,65.34995692272551,50.5
AEM,Agnico Eagle,Gold / Precious Metals,185.4,33.40419416129634,5.0,22.0,5.6,"AGNICO EAGLE TO CONSOLIDATE FINLAND'S CENTRAL LAPLAND GREENSTONE BELT IN THREE SEPARATE TRANSACTIONS - PR Newswire, Agnico Eagle in multi-deal push to consolidate Finland gold assets - Reuters, Is Trending Stock Agnico Eagle Mines Limited (AEM) a Buy Now? - Yahoo Finance",SELL,SPECULATIVE (short-term),70.94,EXIT_CURRENT,0.0,0.0,0,23.783049,41.695119181842436,36.5
KGC,Kinross Gold,Gold / Precious Metals,30.36,50.34250978381065,5.0,15.0,21.4,"Kinross Gold (KGC) Urges Shareholders to Reject TRC Mini-Tender Offer - Yahoo Finance, Kinross Gold (KGC) Urges Shareholders to Reject TRC Mini-Tender Offer - Insider Monkey, Kinross Gold shares slide as gold prices and gold-miner equities weaken - Quiver Quantitative",HOLD,SPECULATIVE (short-term),129.46,EXIT_CURRENT,0.0,0.0,0,17.202562,56.975616436928675,33.4
GFI,Gold Fields,Gold / Precious Metals,42.35,40.74528016149064,5.0,15.0,23.0,"Morgan Stanley Upgrades Gold Fields (GFI) to Equal Weight - Yahoo Finance, Salares Norte Changed The Story For Gold Fields (NYSE:GFI) - Seeking Alpha, Gold Fields Ltd (GFI) Shares Surge 4.0% -- What GF Score of 91 T - GuruFocus",SELL,SPECULATIVE (short-term),-14.71,EXIT_STOP,0.0,0.0,0,11.86802,47.513231848959016,44.4
AU,AngloGold Ashanti,Gold / Precious Metals,91.94,59.8984761554844,10.0,23.0,7.6,"Is It Too Late To Consider AngloGold Ashanti (NYSE:AU) After Its 162% One Year Surge? - simplywall.st, AngloGold Ashanti (AU) Exceeds Market Returns: Some Facts to Consider - Yahoo Finance, Exclusive: Ghana directs Newmont, AngloGold, Zijin to shift mining ops to local firms by December, sources say - Reuters",HOLD,SPECULATIVE (short-term),140.5,EXIT_CURRENT,0.0,0.0,0,19.88031,46.85435873945096,31.1
NST.AX,Northern Star,Gold / Precious Metals,20.24,32.746236836539026,10.0,15.0,11.0,"Vintage shopping guide for DeKalb Vintage Fest - northernstar.info, Northern Star: Max Plante - fox21online.com, Northern Star's expected capex for KCGM expansion in FY'26 increased to A$700M - S&P Global",SELL,SPECULATIVE (short-term),-10.85,EXIT_STOP,0.0,0.0,0,20.050848,49.63181715523625,37.7
EVN.AX,Evolution Mining,Gold / Precious Metals,11.81,48.4344163071395,10.0,15.0,33.7,"Evolution Mining Has No Intention of Sitting on Its Cash - WSJ, Surge Battery Metals Announces Additional CA$2.1 Million Advance by Evolution Mining to Nevada North Lithium LLC - TMX Newsfile, Assessing Whether Evolution Mining (ASX:EVN) Looks Overvalued After Its Strong Recent Share Price Run - Yahoo Finance",SELL,SPECULATIVE (short-term),65.57,EXIT_CURRENT,0.0,0.0,0,20.60606,47.76632094059165,19.1
EDV.L,Endeavour Mining,Gold / Precious Metals,4211.11,37.51131870039436,10.0,23.0,-2.0,"Endeavour Mining slides Friday, underperforms market - MarketWatch, Endeavour Mining's Assafou study points to lower costs and long-term growth potential, says Stifel - Proactive financial news, A Look At Endeavour Mining’s Valuation After Mixed Short Term Share Performance - simplywall.st",SELL,SPECULATIVE (short-term),123.09,EXIT_CURRENT,0.0,0.0,0,24.118227,47.86450662739323,21.8
HMY,Harmony Gold,Gold / Precious Metals,15.53,45.71496772579053,5.0,15.0,2.9,"Morgan Stanley Upgrades Harmony Gold (HMY) to Overweight - Yahoo Finance, Harmony Gold Mining 1H 2026 earnings preview - MSN, Ninety One builds 5.2017% stake in Harmony Gold (NYSE: HMY) - Stock Titan",SELL,SPECULATIVE (short-term),-17.64,EXIT_STOP,0.0,0.0,0,11.18038,59.07925305829908,52.8
SBSW,Sibanye-Stillwater,Gold / Precious Metals,11.78,36.64416996016327,5.0,23.0,14.6,"Sibanye-Stillwater seeks EU concessions as it ramps up Finland lithium mine - MSN, [6-K] Sibanye Stillwater Ltd Current Report (Foreign Issuer) | SBSW SEC Filing - Form 6-K - Stock Titan, Sibanye Stillwater: Valuation Multiples Should Expand As The Turnaround Continues - Seeking Alpha",SELL,SPECULATIVE (short-term),198.69,EXIT_CURRENT,0.0,0.0,0,2.347145,52.87356296639604,51.1
GDX,VanEck Gold Miners,Gold / Precious Metals,87.35,36.075445396827696,0.0,23.0,12.3,"Gold Is Now a Strategic Mineral: Mining ETFs in Focus - Yahoo Finance Singapore, Updated Analysis Ahead of GDX Index Change - VanEck, Funds With the Midas Touch: 5 Best Gold ETFs in 2026 - U.S. News Money",SELL,SPECULATIVE (short-term),89.03,EXIT_CURRENT,0.0,0.0,0,19.811028,50.955876557469956,0.0
GDXJ,VanEck Jr Gold Miners,Gold / Precious Metals,114.58,35.23277905024571,0.0,23.0,8.9,"GDXJ Stock Price, News & Analysis - Stock Titan, U.S. Gold to join VanEck Junior Gold Miners ETF after quarterly rebalancing - Yahoo Finance, GDXJ Stock Price, Quote & Chart | VANECK JUNIOR GOLD MINERS (NYSEARCA:GDXJ) - ChartMill",SELL,SPECULATIVE (short-term),106.65,EXIT_CURRENT,0.0,0.0,0,19.438692,53.32457239285158,0.0
GLD,SPDR Gold Shares,Gold / Precious Metals,401.16,15.484585738741151,0.0,15.0,1.9,"SPDR Gold ETF monthly outflows already at 13-year high - MSN, Funds With the Midas Touch: 5 Best Gold ETFs in 2026 - U.S. News Money, If You Invested $100 In SPDR Gold Shares Stock 10 Years Ago, You Would Have This Much Today - Sahm",SELL,SPECULATIVE (short-term),42.53,EXIT_CURRENT,0.0,0.0,0,,54.52488922095884,0.0
SGLN.L,iShares Gold (SGLN),Gold / Precious Metals,6282.41,3.1215679049517266,0.0,0.0,12.5,"SGLN.MI Technical Analysis | Trend, Signals & Chart Patterns | ISHARES PHYSICAL GOLD ETC (BIT:SGLN) - ChartMill, Best Gold ETFs For UK Investors - Forbes, iShares Physical Gold ETC: March 2026 update - Hargreaves Lansdown",SELL,SPECULATIVE (short-term),6.89,EXIT_CURRENT,0.0,0.0,0,,16.947082740329307,0.0
WPM,Wheaton Precious Metals,Silver & Royalties,129.11,52.930960917858634,15.0,23.0,-0.3,"Wheaton Precious Metals Corp. stock falls Friday, underperforms market - MarketWatch, Spanish Mountain Gold sells 1.5% royalty to Wheaton Precious Metals for $55M - MSN, U S Global Investors Inc. Increases Stock Holdings in Wheaton Precious Metals Corp. $WPM - MarketBeat",HOLD,SPECULATIVE (short-term),70.23,EXIT_CURRENT,0.0,0.0,0,45.037037,56.21948952426364,46.9
RGLD,Royal Gold,Silver & Royalties,233.67,35.74488960951744,5.0,22.0,15.0,"Here is why Royal Gold (RGLD) is Among the 10 Best Gold Stocks to Buy for the Long Term - Yahoo Finance, Royal Gold to Release First Quarter 2026 Results on May 6, 2026 - Business Wire, RGLD Financials: Income Statement, Balance Sheet & Cash Flow - Stock Titan",SELL,SPECULATIVE (short-term),-12.03,EXIT_STOP,0.0,0.0,0,39.00897,42.45596365452302,44.1
FNV,Franco-Nevada,Silver & Royalties,224.38,21.124670561415464,5.0,15.0,-15.5,"Franco-Nevada Corp. stock falls Friday, underperforms market - MarketWatch, Franco-Nevada (FNV) Investor Day 2026 Summary - Quartr, Franco-Nevada to Release First Quarter 2026 Results - Yahoo Finance",SELL,SPECULATIVE (short-term),46.19,EXIT_CURRENT,0.0,0.0,0,43.898434,34.53787345361022,36.5
PAAS,Pan American Silver,Silver & Royalties,51.84,40.01848049648363,5.0,23.0,28.1,"Pan American Silver: Still Room To Run With Silver Near $80 (NYSE:PAAS) - Seeking Alpha, Pan American Silver vs. SSR Mining: Which Mining Stock Wins Now? - Yahoo Finance, Can Pan American Silver maintain its solid silver production rally? - MSN",SELL,SPECULATIVE (short-term),117.7,EXIT_CURRENT,0.0,0.0,0,22.3125,50.10267825087958,41.1
AG,First Majestic Silver,Silver & Royalties,19.04,25.259204281492437,5.0,22.0,13.0,"First Majestic Silver launches $300M convertible notes offering - MSN, First Majestic Rises 23.6% YTD: Should You Buy the Stock Now or Wait? - Yahoo Finance, AG Stock Price, Quote & Chart | FIRST MAJESTIC SILVER CORP (NYSE:AG) - ChartMill",SELL,SPECULATIVE (short-term),227.09,EXIT_CURRENT,0.0,0.0,0,61.044113,42.95302228204551,39.2
SVM,Silvercorp Metals,Silver & Royalties,11.58,25.536221917705916,5.0,15.0,2.1,"Silvercorp Metals Inc (SVM) Stock Up 3.0% but GF Value Says Over - GuruFocus, Silvercorp Secures RMB 1.5 Billion (~US$220 Million) Syndicated Term Loan Facilities with 2x Oversubscription, Bolstering Financial Strength for Global Mining Growth - PR Newswire, Tincorp Provides Supplemental and Amending Disclosure on Proposed Santa Barbara Acquisition - TradingView",SELL,SPECULATIVE (short-term),233.56,EXIT_CURRENT,0.0,0.0,0,9.922921,66.82577935019023,18.7
CDE,Coeur Mining,Silver & Royalties,17.88,27.9621983412582,5.0,15.0,11.8,"A Fresh Look At Coeur Mining (CDE) Valuation After Sharp Swings In Recent Share Returns - simplywall.st, How many employees work at Coeur Mining? - Revelio Labs, Universal Beteiligungs und Servicegesellschaft mbH Lowers Stock Position in Coeur Mining, Inc. $CDE - MarketBeat",SELL,SPECULATIVE (short-term),226.03,EXIT_CURRENT,0.0,0.0,0,20.094738,54.06320388686015,54.1
SLV,iShares Silver (SLV),Silver & Royalties,63.69,24.98903891722411,0.0,23.0,8.0,"SLV Is Up 145% in One Year. Is the iShares Silver Trust Still Worth Buying? - The Motley Fool, Silver Slides As Stocks Stay Firm, Hedges Cool - Sahm, Silver is outperforming gold in 2026. Does SLV deserve a spot in your portfolio? - MSN",SELL,SPECULATIVE (short-term),135.51,EXIT_CURRENT,0.0,0.0,0,,56.598247030373976,0.0
FCX,Freeport-McMoRan,Copper & Battery Metals,56.53,33.91245993786859,10.0,30.0,-4.4,"Freeport-McMoRan Stock Falls After Earnings. Why the Miner Is Cutting Forecasts. - Barron's, Freeport-McMoRan Production Sinks - WSJ, Freeport-McMoRan: Grasberg Woes Offer A Post-Earnings Buying Opportunity (NYSE:FCX) - Seeking Alpha",SELL,SPECULATIVE (short-term),75.35,EXIT_CURRENT,0.0,0.0,0,45.796055,50.263499250260224,22.0
SCCO,Southern Copper,Copper & Battery Metals,167.06,45.95979704055804,10.0,30.0,3.8,"Southern Copper Corporation Plans Quarterly Dividend of $1.00 (NYSE:SCCO) - MarketBeat, Southern Copper: An Expensive Copper Story That Cannot Afford A Misstep - Seeking Alpha, Why Southern Copper (SCCO) Is Down 5.1% After Sudden CEO Death And Leadership Uncertainty - Yahoo Finance",SELL,SPECULATIVE (short-term),115.33,EXIT_CURRENT,0.0,0.0,0,36.41657,53.05392451267215,-2.5
GLEN.L,Glencore,Copper & Battery Metals,516.2,31.287028893832087,0.0,23.0,13.1,"Glencore takes back ownership of logistics firm Access World - Reuters, NSW Court of Appeal upholds linked port charges in Glencore appeal - Australasian Lawyer, Thunder Bay metals explorer takes fresh approach to former Glencore Sudbury property - Northern Ontario Business",SELL,SPECULATIVE (short-term),103.53,EXIT_CURRENT,0.0,0.0,0,274.55,45.27134570436332,14.3
RIO.L,Rio Tinto,Copper & Battery Metals,6834.26,57.70736001617205,10.0,23.0,38.8,"Rio Tinto’s Iron Ore, Copper Production Rose in First Quarter - WSJ, Rio Tinto: On Track Despite Inclement Weather Affecting Pilbara Iron Ore Sales Volumes - Morningstar, Rio Tinto said to draw interest for critical mineral assets in California - Mining.com",HOLD,SPECULATIVE (short-term),-8.98,EXIT_STOP,0.0,0.0,0,16.235033,62.444246208742186,4.9
BHP.AX,BHP Group,Copper & Battery Metals,51.94,45.164063535622276,10.0,15.0,20.7,"BHP beats iron ore output estimates, settles China dispute; shares rise - Reuters, Barclays Keeps Their Hold Rating on BHP Group Ltd (BHPLF) - The Globe and Mail, BHP Strikes Iron Ore Deal With China After Months of Talks - Bloomberg.com",SELL,SPECULATIVE (short-term),54.77,EXIT_CURRENT,0.0,0.0,0,19.614841,82.42340261583385,3.6
AAL.L,Anglo American,Copper & Battery Metals,3421.3,14.167335666720248,0.0,15.0,16.7,"Anglo American draws three bidders for coal sale - Mining.com, Anglo Advances Coal Business Sale After Setback With Peabody - Bloomberg.com, Anglo American has at least three potential buyers for Australian coal business - Bloomberg - Seeking Alpha",SELL,SPECULATIVE (short-term),74.66,EXIT_CURRENT,0.0,0.0,0,22.313738,70.0518134715026,3.1
TECK,Teck Resources,Copper & Battery Metals,55.71,24.621622203798037,5.0,15.0,38.5,"How Record Q1 Copper Profitability And Dividend Move At Teck Resources (TSX:TECK.B) Has Changed Its Investment Story - Yahoo Finance, IBD Stock Of The Day Flirts With Breakout As 'Next Gold' Shines - Investor's Business Daily, [6-K] TECK RESOURCES LTD Current Report (Foreign Issuer) | TECK SEC Filing - Form 6-K - Stock Titan",SELL,SPECULATIVE (short-term),-9.44,EXIT_STOP,0.0,0.0,0,28.370731,69.68227700249012,-7.0
ANTO.L,Antofagasta,Copper & Battery Metals,3412.96,44.17203686386581,5.0,23.0,4.7,"Curiosity Blog, Sols 4867-4872: Sand Fill In Antofagasta Crater and Finding Our Next Drill Target - NASA Science (.gov), Antofagasta Sets Sterling and Euro Rates for Final 2026 Dividend - TipRanks, US Senate narrowly overturns Minnesota mining ban, sending bill to Trump - Reuters",SELL,SPECULATIVE (short-term),119.88,EXIT_CURRENT,0.0,0.0,0,37.455,57.645324302542775,2.6
LUN.TO,Lundin Mining,Copper & Battery Metals,34.44,47.92343790829618,5.0,23.0,19.7,"The Zacks Analyst Blog Teck Resources and Lundin Mining - Yahoo Finance, Lundin Mining: The Copper Value Chain Adjusts In Real Time - Seeking Alpha, 2 Copper Stocks Likely to Pull Off Earnings Surprises in Q1 - TradingView",SELL,SPECULATIVE (short-term),217.99,EXIT_CURRENT,0.0,0.0,0,22.803574,59.532370213660805,12.9
IVN.TO,Ivanhoe Mines,Copper & Battery Metals,10.85,12.023846069349556,5.0,15.0,-11.9,"Ivanhoe Mines - Ivanhoe Mines, Ivanhoe Mines Announces Completion of Three Major Project Milestones at the Platreef Platinum-Palladium-Nickel-Rhodium-Gold-Copper Mine - TMX Newsfile, Zero fatalities, $4.5B distributed: Ivanhoe details 2025 sustainability - Stock Titan",SELL,SPECULATIVE (short-term),-19.24,EXIT_STOP,0.0,0.0,0,45.5,61.4661665254978,31.7
COPX,Copper ETF (COPX),Copper & Battery Metals,76.27,29.21908269823107,0.0,23.0,24.9,"How Global X Copper Miners Etf (COPX) Affects Rotational Strategy Timing - Stock Traders Daily, Best Copper ETFs for 2026 and How to Invest - The Motley Fool, The 5 Best Copper ETFs to Buy - Kiplinger",SELL,SPECULATIVE (short-term),127.17,EXIT_CURRENT,0.0,0.0,0,24.420872,61.874740034564766,0.0
ALB,Albemarle,Lithium,174.38,31.132360026238025,10.0,30.0,-15.5,"Albemarle teenager charged in 2024 drive-by shooting - WVIR, Waynesboro man arrested on charges from Madison, Charlottesville and Albemarle - cbs19news.com, Albemarle Fell 10% This Week. Here’s Where the Stock Could Go in 2026 - TIKR.com",SELL,SPECULATIVE (short-term),,NO_WINDOW_ENTRY,0.0,0.0,0,22.347286,57.95218731328002,12.0
SQM,SQM,Lithium,82.21,39.42140291259129,5.0,22.0,29.7,"ALB vs. SQM: Which Lithium Stock Should You Bet on Now? - Zacks Investment Research, Sociedad Quimica Y Minera De Chile SA (SQM) Stock Up 3.9% but GF Value Says Overvalued -- GF Score: 84/100 - GuruFocus, SQM (NYSE: SQM) details Atacama lithium JV, price swings and $2.7B capex - Stock Titan",SELL,SPECULATIVE (short-term),-7.77,EXIT_STOP,0.0,0.0,0,42.500004,61.82643712706362,-7.0
SLI,Standard Lithium,Lithium,3.48,44.497862001872406,5.0,30.0,18.0,"Standard Lithium reaches operational milestones at Arkansas demonstration plant - Magnolia Reporter, Standard Lithium Reaches Major Operational Milestones at Arkansas Demonstration Plant - Yahoo Finance, SW Arkansas' Standard Lithium to make billion dollar decision on moving forward - The Shreveport-Bossier City Advocate",SELL,SPECULATIVE (short-term),180.45,EXIT_CURRENT,0.0,0.0,0,-30.987156,60.946738717020644,64.8
PLS.AX,Pilbara Minerals,Lithium,5.34,16.891525322564114,5.0,15.0,7.6,"Assessing Pilbara Minerals (ASX:PLS) Valuation After Strong Share Price Momentum - Yahoo Finance, Pilbara Minerals’ Lithium Output Jumped As Demand Looked Healthier - Finimize, Australian lithium miner PLS says energy security concerns driving demand growth - Reuters",SELL,SPECULATIVE (short-term),-12.52,EXIT_STOP,0.0,0.0,0,27.859238,72.36840165223971,-8.6
LTR.AX,Liontown Resources,Lithium,2.07,14.294209182265512,5.0,0.0,17.2,"Liontown Schedules Webcast to Present March Quarter Update - TipRanks, Liontown Resources upgraded to Buy from Hold at Canaccord - Yahoo Finance, Liontown revives expansion study, signals staged growth model, CEO says | Hotter Commodities - Fastmarkets",SELL,SPECULATIVE (short-term),292.83,EXIT_CURRENT,0.0,0.0,0,12.5115595,78.53403500809313,-9.6
CXO.AX,Core Lithium,Lithium,0.3,36.818836156279104,5.0,23.0,15.3,"Why is everyone talking about Core Lithium, Ampol and Santos shares on Thursday? - The Motley Fool Australia, Up 444% in a year, what’s moving Core Lithium shares today? - The Motley Fool Australia, Core Lithium awards contract for Finniss project - MSN",SELL,SPECULATIVE (short-term),339.04,EXIT_CURRENT,0.0,0.0,0,18.75,66.66666666666669,1.9
SGML,Sigma Lithium,Lithium,18.23,34.9926072359133,5.0,15.0,20.0,"Sigma Lithium Corporation (SGML) Stock Slides as Market Rises: Facts to Know Before You Trade - Yahoo Finance, Sigma Lithium (SGML) moves 13.6% higher: Will this strength last? - MSN, Sigma Lithium (SGML) Valuation Check After $100 Million Financing And Capacity Expansion Plans - simplywall.st",SELL,SPECULATIVE (short-term),,NO_WINDOW_ENTRY,0.0,0.0,0,19.492136,69.32835439553364,-0.4
ZNWD.L,Zinnwald Lithium,Lithium,5.42,31.434056412789737,15.0,15.0,5.7,"Zinnwald Lithium reports pre-feasibility study for German project - Investing.com, Zinnwald Lithium plc receives strong support from German Federal Government - Global Mining Review, Will Zinnwald Lithium (LON:ZNWD) Spend Its Cash Wisely? - simplywall.st",SELL,SPECULATIVE (short-term),-18.46,EXIT_STOP,0.0,0.0,0,,54.54543090062452,0.0
NEO.TO,Neo Performance,Lithium,23.23,28.778490398080216,0.0,23.0,3.1,"How The Investment Story Is Shifting For Neo Performance Materials (TSX:NEO) - Yahoo Finance, Apple's budget MacBook Neo: Everything you need to know - Macworld, Media Advisory - First Quarter 2026 Earnings Release & Conference Call - Investing News Network",SELL,SPECULATIVE (short-term),192.08,EXIT_CURRENT,0.0,0.0,0,18.390942,67.37657074655789,20.7
LIT,LIT Lithium ETF,Lithium,77.58,4.464879073196001,0.0,0.0,17.9,"Lithium & battery ETF (LIT) hits new 52-week high - MSN, Lithium’s Surge: Why Global X Lithium & Battery Tech ETF (LIT) Is Outperforming NVIDIA Stock in 2025 - CarbonCredits.com, Lithium ETFs: Charging Ahead - ETF Trends",SELL,SPECULATIVE (short-term),126.93,EXIT_CURRENT,0.0,0.0,0,26.842058,78.91598898058864,0.0
BATT,BATT ETF,Lithium,15.31,29.216154480355137,0.0,23.0,24.9,"Beyond the Sector: How Thematic ETFs Capture Modern Disruption - ETF Trends, A Battery Supply Chain ETF Quietly Returned 66%, Stomping AI Stocks - Yahoo Finance, BATT: Powering Tomorrow, Overextended Today (NYSEARCA:BATT) - Seeking Alpha",SELL,SPECULATIVE (short-term),108.46,EXIT_CURRENT,0.0,0.0,0,29.988796,69.117665964578,0.0
IBM,IBM,Quantum Computing,214.8,7.059040046171329,10.0,0.0,-31.8,"Software stocks plunge on ServiceNow, IBM results as AI fears escalate - CNBC, Bank of America has a blunt message for investors on IBM stock - thestreet.com, IBM’s stock falls as software revenue underwhelms - MarketWatch",SELL,SPECULATIVE (short-term),0.81,EXIT_CURRENT,0.0,0.0,0,22.956911,38.88553379339505,32.3
